id,chart_template_id:id,code,name,user_type_id:id,reconcile
tw_1546-00-00,l10n_tw_chart_template,1546-00-00,無活絡市場之債券投資-非流動,account.data_account_type_non_current_assets,FALSE
tw_1547-00-00,l10n_tw_chart_template,1547-00-00,無活絡市場之債券投資-非流動,account.data_account_type_non_current_assets,FALSE
tw_1548-00-00,l10n_tw_chart_template,1548-00-00,累計減損-無活絡市場之債券投資-非流動,account.data_account_type_non_current_assets,FALSE
tw_1550-00-00,l10n_tw_chart_template,1550-00-00,採用權益法之投資,account.data_account_type_non_current_assets,FALSE
tw_1551-00-00,l10n_tw_chart_template,1551-00-00,採用權益法之投資,account.data_account_type_non_current_assets,FALSE
tw_1553-00-00,l10n_tw_chart_template,1553-00-00,累計減損－採用權益法之投資,account.data_account_type_non_current_assets,FALSE
tw_1600-00-00,l10n_tw_chart_template,1600-00-00,不動產、廠房及設備,account.data_account_type_non_current_assets,FALSE
tw_1601-00-00,l10n_tw_chart_template,1601-00-00,土地淨額,account.data_account_type_non_current_assets,FALSE
tw_1602-00-00,l10n_tw_chart_template,1602-00-00,土地成本,account.data_account_type_non_current_assets,FALSE
tw_1603-00-00,l10n_tw_chart_template,1603-00-00,土地-重估增(減)值,account.data_account_type_non_current_assets,FALSE
tw_1604-00-00,l10n_tw_chart_template,1604-00-00,累計減損-土地,account.data_account_type_non_current_assets,FALSE
tw_1605-00-00,l10n_tw_chart_template,1605-00-00,土地改良物淨額,account.data_account_type_non_current_assets,FALSE
tw_1606-00-00,l10n_tw_chart_template,1606-00-00,土地改良物成本,account.data_account_type_non_current_assets,FALSE
tw_1607-00-00,l10n_tw_chart_template,1607-00-00,土地改良物-重估增(減)值,account.data_account_type_non_current_assets,FALSE
tw_1608-00-00,l10n_tw_chart_template,1608-00-00,累計折舊-土地改良物,account.data_account_type_non_current_assets,FALSE
tw_1609-00-00,l10n_tw_chart_template,1609-00-00,累計減損-土地改良物,account.data_account_type_non_current_assets,FALSE
tw_1610-00-00,l10n_tw_chart_template,1610-00-00,房屋及建築淨額,account.data_account_type_non_current_assets,FALSE
tw_1611-00-00,l10n_tw_chart_template,1611-00-00,房屋及建築成本,account.data_account_type_non_current_assets,FALSE
tw_1612-00-00,l10n_tw_chart_template,1612-00-00,房屋及建築-重估增(減)值,account.data_account_type_non_current_assets,FALSE
tw_1613-00-00,l10n_tw_chart_template,1613-00-00,累計折舊-房屋及建築,account.data_account_type_non_current_assets,FALSE
tw_1614-00-00,l10n_tw_chart_template,1614-00-00,累計減損-房屋建築,account.data_account_type_non_current_assets,FALSE
tw_1615-00-00,l10n_tw_chart_template,1615-00-00,機器設備淨額,account.data_account_type_non_current_assets,FALSE
tw_1616-00-00,l10n_tw_chart_template,1616-00-00,機器設備成本,account.data_account_type_non_current_assets,FALSE
tw_1617-00-00,l10n_tw_chart_template,1617-00-00,機器設備-重估增(減)值,account.data_account_type_non_current_assets,FALSE
tw_1618-00-00,l10n_tw_chart_template,1618-00-00,累計折舊-機器設備,account.data_account_type_non_current_assets,FALSE
tw_1619-00-00,l10n_tw_chart_template,1619-00-00,累計減損-機器設備,account.data_account_type_non_current_assets,FALSE
tw_1670-00-00,l10n_tw_chart_template,1670-00-00,運輸設備淨額,account.data_account_type_non_current_assets,FALSE
tw_1671-00-00,l10n_tw_chart_template,1671-00-00,運輸設備成本,account.data_account_type_non_current_assets,FALSE
tw_1672-00-00,l10n_tw_chart_template,1672-00-00,運輸設備-重估增(減)值,account.data_account_type_non_current_assets,FALSE
tw_1673-00-00,l10n_tw_chart_template,1673-00-00,累計折舊-運輸設備,account.data_account_type_non_current_assets,FALSE
tw_1674-00-00,l10n_tw_chart_template,1674-00-00,累計減損-運輸設備,account.data_account_type_non_current_assets,FALSE
tw_1690-00-00,l10n_tw_chart_template,1690-00-00,辦公設備淨額,account.data_account_type_non_current_assets,FALSE
tw_1691-00-00,l10n_tw_chart_template,1691-00-00,辦公設備成本,account.data_account_type_non_current_assets,FALSE
tw_1692-00-00,l10n_tw_chart_template,1692-00-00,辦公設備-重估增(減)值,account.data_account_type_non_current_assets,FALSE
tw_1693-00-00,l10n_tw_chart_template,1693-00-00,累計折舊-辦公設備,account.data_account_type_non_current_assets,FALSE
tw_1694-00-00,l10n_tw_chart_template,1694-00-00,累計減損-辦公設備,account.data_account_type_non_current_assets,FALSE
tw_1735-00-00,l10n_tw_chart_template,1735-00-00,其他設備淨額,account.data_account_type_non_current_assets,FALSE
tw_1736-00-00,l10n_tw_chart_template,1736-00-00,其他設備成本,account.data_account_type_non_current_assets,FALSE
tw_1737-00-00,l10n_tw_chart_template,1737-00-00,其他設備-重估增(減)值,account.data_account_type_non_current_assets,FALSE
tw_1738-00-00,l10n_tw_chart_template,1738-00-00,累計折舊-其他設備,account.data_account_type_non_current_assets,FALSE
tw_1739-00-00,l10n_tw_chart_template,1739-00-00,累計減損-其他設備,account.data_account_type_non_current_assets,FALSE
tw_1740-00-00,l10n_tw_chart_template,1740-00-00,未完工程及待驗設備,account.data_account_type_non_current_assets,FALSE
tw_1741-00-00,l10n_tw_chart_template,1741-00-00,未完工程及待驗設備,account.data_account_type_non_current_assets,FALSE
tw_1801-00-00,l10n_tw_chart_template,1801-00-00,電腦軟體淨額,account.data_account_type_non_current_assets,FALSE
tw_1802-00-00,l10n_tw_chart_template,1802-00-00,電腦軟體,account.data_account_type_non_current_assets,FALSE
tw_1803-00-00,l10n_tw_chart_template,1803-00-00,電腦軟體成本重估增(減)值,account.data_account_type_non_current_assets,FALSE
tw_1804-00-00,l10n_tw_chart_template,1804-00-00,累計減損－電腦軟體成本,account.data_account_type_non_current_assets,FALSE
tw_1805-00-00,l10n_tw_chart_template,1805-00-00,商 譽,account.data_account_type_non_current_assets,FALSE
tw_1821-00-00,l10n_tw_chart_template,1821-00-00,其他無形資產,account.data_account_type_non_current_assets,FALSE
tw_1822-00-00,l10n_tw_chart_template,1822-00-00,其他無形資產,account.data_account_type_non_current_assets,FALSE
tw_1823-00-00,l10n_tw_chart_template,1823-00-00,其他無形資產重估增(減)值,account.data_account_type_non_current_assets,FALSE
tw_1824-00-00,l10n_tw_chart_template,1824-00-00,累計減損－其他無形資產,account.data_account_type_non_current_assets,FALSE
tw_1840-00-00,l10n_tw_chart_template,1840-00-00,遞延所得稅資產,account.data_account_type_non_current_assets,FALSE
